Order_ID,Date,Customer_ID,Product_Category,Unnamed:_4,Product_Name,Quantity,Unit_Price_INR,Total_Sales_INR,Payment_Method,Delivery_Status,Review_Rating,Review_Text,State,Country
ORD100388,01-10-2025,CUST4267,Beauty,,Shampoo,4,19289.16,77156.64,Debit Card,Delivered,1,Defective item,Meghalaya,India
ORD100389,26-04-2025,CUST6641,Books,,Science Textbook,1,33902.06,33902.06,Debit Card,Delivered,2,Not satisfied,Mizoram,India
ORD100390,24-01-2025,CUST5885,Beauty,,Hair Dryer,5,15444.53,77222.65,Debit Card,Pending,1,Never buying again,West Bengal,India
ORD100391,25-06-2025,CUST9031,Books,,Comics,3,21796.53,65389.59,Debit Card,Delivered,2,Quality could improve,Mizoram,India
ORD100392,19-04-2025,CUST1359,Beauty,,Face Cream,2,11371.2,22742.4,Credit Card,Delivered,2,Disappointed,Goa,India
ORD100393,25-01-2025,CUST1785,Electronics,,Smartwatch,3,38608.23,115824.69,UPI,Returned,5,Excellent product!,Arunachal Pradesh,India
ORD100394,08-10-2025,CUST5140,Electronics,,Smartphone,4,22326.85,89307.4,Cash on Delivery,Returned,1,Waste of money,Mizoram,India
ORD100395,06-12-2025,CUST9524,Clothing,,T-Shirt,3,21159.4,63478.2,Debit Card,Returned,1,Never buying again,Assam,India
ORD100396,02-03-2025,CUST5631,Clothing,,Jacket,1,25676.92,25676.92,UPI,Delivered,5,Worth every rupee!,West Bengal,India
ORD100397,14-04-2025,CUST6864,Clothing,,Saree,2,38942.35,77884.7,Cash on Delivery,Pending,5,Loved it!,Goa,India
ORD100398,19-06-2025,CUST4842,Electronics,,Tablet,4,45535.76,182143.04,UPI,Delivered,4,Good quality,Assam,India
ORD100399,19-09-2025,CUST2229,Electronics,,Tablet,4,7627.4,30509.6,UPI,Pending,1,Waste of money,Punjab,India
ORD100400,31-03-2025,CUST1646,Beauty,,Lipstick,3,23321.01,69963.03,Debit Card,Pending,1,Defective item,Assam,India
ORD100401,05-01-2025,CUST3267,Beauty,,Face Cream,1,42592.05,42592.05,Credit Card,Pending,1,Defective item,Sikkim,India
ORD100402,10-07-2025,CUST6615,Beauty,,Hair Dryer,3,43948.08,131844.24,Credit Card,Delivered,1,Terrible experience,West Bengal,India
ORD100403,04-08-2025,CUST3732,Beauty,,Shampoo,3,41818.28,125454.84,UPI,Delivered,4,Good quality,Haryana,India
ORD100404,19-10-2025,CUST8178,Clothing,,T-Shirt,4,45579.09,182316.36,Credit Card,Returned,4,Pretty decent,Madhya Pradesh,India
ORD100405,05-09-2025,CUST8997,Home & Kitchen,,Water Purifier,1,43156.27,43156.27,UPI,Pending,2,Product not as expected,Bihar,India
ORD100406,27-12-2025,CUST9598,Electronics,,Smartphone,3,32817.68,98453.04,Credit Card,Returned,1,Defective item,Odisha,India
ORD100407,04-09-2025,CUST6664,Books,,Comics,5,4943.06,24715.3,Cash on Delivery,Delivered,2,Poor packaging,Haryana,India
ORD100408,16-09-2025,CUST8688,Books,,Fiction Novel,1,32241.26,32241.26,Cash on Delivery,Delivered,2,Not satisfied,Odisha,India
ORD100409,26-01-2025,CUST9305,Beauty,,Lipstick,2,16678.56,33357.12,Credit Card,Returned,3,Fair deal,Punjab,India
ORD100410,18-08-2025,CUST2442,Beauty,,Perfume,1,23062.91,23062.91,Cash on Delivery,Pending,5,Highly recommend!,Arunachal Pradesh,India
ORD100411,19-01-2025,CUST9996,Electronics,,Smartwatch,1,5311.64,5311.64,UPI,Delivered,4,Would buy again,Punjab,India
ORD100412,24-06-2025,CUST6953,Books,,Biography,5,28204.16,141020.8,UPI,Delivered,4,Pretty decent,Assam,India
ORD100413,20-08-2025,CUST2868,Home & Kitchen,,Water Purifier,5,30077.57,150387.85,UPI,Returned,3,Okay product,Maharashtra,India
ORD100414,08-10-2025,CUST9552,Electronics,,Headphones,3,41528.22,124584.66,Debit Card,Returned,3,Average,Sikkim,India
ORD100415,24-02-2025,CUST5166,Electronics,,Laptop,4,7194.37,28777.48,Credit Card,Delivered,4,Good quality,Odisha,India
ORD100416,23-06-2025,CUST2765,Beauty,,Perfume,4,41262.8,165051.2,Cash on Delivery,Delivered,2,Poor packaging,Odisha,India
ORD100417,10-03-2025,CUST9172,Electronics,,Smartwatch,4,32991.14,131964.56,UPI,Returned,5,Excellent product!,Mizoram,India
ORD100418,01-04-2025,CUST3845,Books,,Children's Book,5,24250.01,121250.05,Credit Card,Delivered,5,Worth every rupee!,Karnataka,India
ORD100419,03-08-2025,CUST5067,Books,,Comics,3,25304.68,75914.04,Debit Card,Pending,4,Value for money,Himachal Pradesh,India
ORD100420,25-12-2025,CUST9393,Home & Kitchen,,Air Fryer,2,7081.36,14162.72,Debit Card,Returned,5,Fantastic quality!,Gujarat,India
ORD100421,29-05-2025,CUST6657,Home & Kitchen,,Water Purifier,2,10204.28,20408.56,Credit Card,Returned,5,Loved it!,Sikkim,India
ORD100422,15-10-2025,CUST8870,Books,,Comics,3,35575.57,106726.71,Cash on Delivery,Returned,3,Not bad,Tamil Nadu,India
ORD100423,15-07-2025,CUST3381,Home & Kitchen,,Air Fryer,1,26231.95,26231.95,UPI,Returned,1,Very bad product,Karnataka,India
ORD100424,16-03-2025,CUST2016,Clothing,,Sneakers,2,49179.91,98359.82,Debit Card,Delivered,3,Not bad,Haryana,India
ORD100425,25-04-2025,CUST7371,Electronics,,Headphones,4,5303.5,21214.0,Credit Card,Returned,5,Highly recommend!,Himachal Pradesh,India
ORD100426,10-10-2025,CUST1881,Electronics,,Smartwatch,4,20945.0,83780.0,UPI,Returned,3,Could be better,Madhya Pradesh,India
ORD100427,29-10-2025,CUST9955,Clothing,,Saree,4,41533.18,166132.72,Credit Card,Returned,3,Okay product,Chhattisgarh,India
ORD100428,06-04-2025,CUST3847,Home & Kitchen,,Air Fryer,2,49175.98,98351.96,UPI,Pending,1,Very bad product,Sikkim,India
ORD100429,27-10-2025,CUST5178,Beauty,,Lipstick,5,13359.13,66795.65,UPI,Pending,2,Product not as expected,Rajasthan,India
ORD100430,27-01-2025,CUST5934,Clothing,,T-Shirt,2,46445.69,92891.38,Cash on Delivery,Returned,5,Fantastic quality!,Jharkhand,India
ORD100431,24-09-2025,CUST2117,Home & Kitchen,,Mixer Grinder,3,26364.67,79094.01,Credit Card,Pending,2,Poor packaging,Manipur,India
ORD100432,06-12-2025,CUST6437,Books,,Children's Book,1,17600.27,17600.27,Debit Card,Pending,2,Disappointed,Karnataka,India
ORD100433,29-11-2025,CUST1144,Clothing,,Saree,5,23847.89,119239.45,UPI,Returned,5,Highly recommend!,Tripura,India
ORD100434,21-01-2025,CUST6258,Beauty,,Perfume,5,45946.64,229733.2,Cash on Delivery,Delivered,2,Product not as expected,Assam,India
ORD100435,11-07-2025,CUST9426,Home & Kitchen,,Water Purifier,3,1430.35,4291.05,Cash on Delivery,Pending,5,Excellent product!,Andhra Pradesh,India
ORD100436,27-03-2025,CUST9814,Home & Kitchen,,Cookware Set,3,25791.96,77375.88,UPI,Returned,1,Very bad product,Manipur,India
ORD100437,03-10-2025,CUST8130,Clothing,,Jeans,4,41816.12,167264.48,UPI,Returned,2,Quality could improve,Punjab,India
ORD100438,28-01-2025,CUST3916,Electronics,,Smartwatch,3,2086.74,6260.22,Debit Card,Returned,1,Very bad product,Odisha,India
ORD100439,19-11-2025,CUST7626,Books,,Science Textbook,3,20500.11,61500.33,Cash on Delivery,Pending,4,Good quality,Bihar,India
ORD100440,02-02-2025,CUST1745,Beauty,,Face Cream,5,493.77,2468.85,UPI,Pending,5,Fantastic quality!,Assam,India
ORD100441,13-08-2025,CUST7249,Electronics,,Headphones,3,30406.98,91220.94,Cash on Delivery,Returned,3,Average,Nagaland,India
ORD100442,07-10-2025,CUST5832,Beauty,,Perfume,5,11149.31,55746.55,Credit Card,Pending,4,Value for money,Gujarat,India
ORD100443,03-01-2025,CUST7456,Electronics,,Tablet,5,7240.42,36202.1,UPI,Pending,1,Waste of money,Mizoram,India
ORD100444,14-03-2025,CUST3637,Home & Kitchen,,Cookware Set,4,45300.28,181201.12,Credit Card,Delivered,5,Fantastic quality!,Himachal Pradesh,India
ORD100445,28-01-2025,CUST9992,Home & Kitchen,,Cookware Set,1,9231.63,9231.63,Cash on Delivery,Returned,5,Fantastic quality!,Chhattisgarh,India
ORD100446,25-10-2025,CUST8982,Electronics,,Headphones,1,12684.24,12684.24,Debit Card,Pending,2,Quality could improve,Kerala,India
ORD100447,12-06-2025,CUST8960,Clothing,,T-Shirt,3,31051.89,93155.67,Cash on Delivery,Pending,2,Poor packaging,Assam,India
ORD100448,11-06-2025,CUST8017,Home & Kitchen,,Water Purifier,2,28364.49,56728.98,Credit Card,Delivered,3,Could be better,Haryana,India
ORD100449,10-03-2025,CUST6432,Clothing,,Jeans,4,13978.66,55914.64,Cash on Delivery,Pending,3,Fair deal,Kerala,India
ORD100450,27-11-2025,CUST2343,Home & Kitchen,,Vacuum Cleaner,4,27673.26,110693.04,Debit Card,Delivered,2,Poor packaging,Jharkhand,India
ORD100451,17-09-2025,CUST1511,Clothing,,Sneakers,1,36425.78,36425.78,Cash on Delivery,Returned,1,Waste of money,Goa,India
ORD100452,30-08-2025,CUST3435,Electronics,,Tablet,3,27264.77,81794.31,Debit Card,Pending,5,Loved it!,Manipur,India
ORD100453,16-02-2025,CUST7500,Books,,Biography,2,23342.12,46684.24,Debit Card,Returned,5,Excellent product!,Uttarakhand,India
ORD100454,17-08-2025,CUST3608,Clothing,,Saree,2,37908.86,75817.72,Credit Card,Returned,2,Poor packaging,Nagaland,India
ORD100455,29-04-2025,CUST2029,Clothing,,Jacket,3,2212.91,6638.73,Debit Card,Pending,4,Satisfied with the product,Tamil Nadu,India
ORD100456,18-07-2025,CUST8695,Electronics,,Laptop,5,45404.76,227023.8,Cash on Delivery,Delivered,3,Average,Jharkhand,India
ORD100457,15-05-2025,CUST9918,Home & Kitchen,,Mixer Grinder,5,31751.64,158758.2,Credit Card,Pending,3,Fair deal,Punjab,India
ORD100458,25-04-2025,CUST9460,Home & Kitchen,,Water Purifier,1,25929.81,25929.81,Cash on Delivery,Pending,4,Value for money,Uttar Pradesh,India
ORD100459,14-08-2025,CUST3713,Beauty,,Shampoo,5,528.56,2642.8,Credit Card,Delivered,2,Poor packaging,Rajasthan,India
ORD100460,05-11-2025,CUST2938,Home & Kitchen,,Cookware Set,2,9507.9,19015.8,Credit Card,Pending,3,Could be better,Mizoram,India
ORD100461,24-03-2025,CUST7732,Electronics,,Smartwatch,4,24055.25,96221.0,UPI,Delivered,5,Excellent product!,Andhra Pradesh,India
ORD100462,21-01-2025,CUST3406,Clothing,,Saree,5,8224.23,41121.15,UPI,Delivered,5,Highly recommend!,Sikkim,India
ORD100463,23-11-2025,CUST1305,Clothing,,Saree,4,30048.0,120192.0,Debit Card,Delivered,5,Loved it!,Uttarakhand,India
ORD100464,23-04-2025,CUST7730,Beauty,,Hair Dryer,4,43391.66,173566.64,Credit Card,Returned,2,Quality could improve,Nagaland,India
ORD100465,21-08-2025,CUST2127,Books,,Comics,3,8552.54,25657.62,Credit Card,Pending,3,Fair deal,Jharkhand,India
ORD100466,17-12-2025,CUST7877,Clothing,,T-Shirt,1,10276.96,10276.96,Credit Card,Returned,5,Excellent product!,Sikkim,India
ORD100467,15-09-2025,CUST2925,Clothing,,Jacket,5,30070.73,150353.65,UPI,Pending,5,Loved it!,Bihar,India
ORD100468,25-09-2025,CUST7892,Books,,Comics,1,44869.05,44869.05,Debit Card,Delivered,4,Would buy again,Chhattisgarh,India
ORD100469,29-06-2025,CUST2600,Beauty,,Perfume,4,39519.87,158079.48,Cash on Delivery,Delivered,4,Value for money,Himachal Pradesh,India
ORD100470,29-07-2025,CUST5223,Beauty,,Perfume,1,14306.68,14306.68,Credit Card,Delivered,5,Excellent product!,Bihar,India
ORD100471,02-12-2025,CUST4365,Books,,Comics,1,26084.14,26084.14,Debit Card,Pending,4,Value for money,Bihar,India
ORD100472,14-05-2025,CUST9783,Electronics,,Laptop,4,32648.48,130593.92,Cash on Delivery,Returned,3,Could be better,Telangana,India
ORD100473,10-10-2025,CUST8904,Books,,Biography,4,37797.6,151190.4,Credit Card,Pending,4,Would buy again,Nagaland,India
ORD100474,26-06-2025,CUST7522,Books,,Children's Book,3,49427.71,148283.13,Credit Card,Returned,5,Excellent product!,Chhattisgarh,India
ORD100475,25-07-2025,CUST6544,Clothing,,Jacket,2,5193.88,10387.76,UPI,Delivered,5,Worth every rupee!,Himachal Pradesh,India
ORD100476,11-08-2025,CUST2444,Electronics,,Smartphone,2,23689.1,47378.2,UPI,Pending,5,Loved it!,Jharkhand,India
ORD100477,25-07-2025,CUST9536,Home & Kitchen,,Mixer Grinder,5,2080.22,10401.1,Debit Card,Returned,4,Would buy again,Punjab,India
ORD100478,03-12-2025,CUST9489,Electronics,,Laptop,4,22060.81,88243.24,Debit Card,Delivered,2,Not satisfied,Gujarat,India
ORD100479,28-03-2025,CUST1590,Books,,Comics,5,34982.8,174914.0,Debit Card,Delivered,5,Excellent product!,Tamil Nadu,India
ORD100480,09-12-2025,CUST7474,Clothing,,T-Shirt,3,39027.71,117083.13,Cash on Delivery,Returned,3,Okay product,Karnataka,India
ORD100481,26-05-2025,CUST6703,Books,,Fiction Novel,1,45975.04,45975.04,Debit Card,Pending,5,Loved it!,Gujarat,India
ORD100482,03-01-2025,CUST5277,Books,,Science Textbook,4,46499.75,185999.0,Credit Card,Pending,5,Fantastic quality!,Sikkim,India
ORD100483,01-03-2025,CUST9409,Electronics,,Tablet,1,25257.82,25257.82,Debit Card,Returned,3,Not bad,Rajasthan,India
ORD100484,23-06-2025,CUST8517,Home & Kitchen,,Air Fryer,4,28245.8,112983.2,Cash on Delivery,Returned,2,Not satisfied,West Bengal,India
ORD100485,13-12-2025,CUST4767,Beauty,,Face Cream,3,3564.2,10692.6,Debit Card,Pending,2,Disappointed,Himachal Pradesh,India
ORD100486,08-05-2025,CUST5706,Books,,Comics,1,35100.76,35100.76,UPI,Pending,3,Could be better,Mizoram,India
ORD100487,22-04-2025,CUST5408,Electronics,,Tablet,2,23932.46,47864.92,Credit Card,Returned,3,Okay product,Meghalaya,India
ORD100488,16-04-2025,CUST4755,Beauty,,Perfume,2,36824.37,73648.74,Credit Card,Delivered,3,Not bad,Himachal Pradesh,India
ORD100489,13-12-2025,CUST9071,Home & Kitchen,,Cookware Set,1,6169.95,6169.95,UPI,Returned,1,Very bad product,West Bengal,India
ORD100490,21-05-2025,CUST9041,Beauty,,Lipstick,5,15907.76,79538.8,Credit Card,Returned,5,Highly recommend!,Arunachal Pradesh,India
ORD100491,05-08-2025,CUST8836,Beauty,,Perfume,5,6586.65,32933.25,UPI,Returned,5,Highly recommend!,Assam,India
ORD100492,24-08-2025,CUST6171,Beauty,,Perfume,4,48830.06,195320.24,UPI,Delivered,5,Loved it!,Rajasthan,India
ORD100493,13-05-2025,CUST4066,Beauty,,Hair Dryer,1,16406.72,16406.72,Debit Card,Delivered,5,Highly recommend!,Maharashtra,India
ORD100494,06-08-2025,CUST4449,Beauty,,Hair Dryer,3,18423.02,55269.06,Cash on Delivery,Returned,4,Value for money,Uttarakhand,India
ORD100495,09-03-2025,CUST4744,Home & Kitchen,,Air Fryer,3,22646.3,67938.9,UPI,Returned,5,Highly recommend!,Himachal Pradesh,India
ORD100496,16-03-2025,CUST3450,Clothing,,Saree,4,42844.18,171376.72,Cash on Delivery,Delivered,2,Quality could improve,Arunachal Pradesh,India
ORD100497,01-10-2025,CUST6172,Beauty,,Shampoo,2,49778.98,99557.96,Cash on Delivery,Pending,5,Highly recommend!,Andhra Pradesh,India
ORD100498,31-01-2025,CUST4530,Books,,Comics,1,20040.41,20040.41,Debit Card,Pending,2,Not satisfied,Karnataka,India
ORD100499,13-10-2025,CUST5222,Beauty,,Lipstick,3,18175.91,54527.73,Debit Card,Delivered,5,Worth every rupee!,Tripura,India
ORD100500,29-11-2025,CUST9821,Electronics,,Headphones,5,10108.11,50540.55,Credit Card,Pending,5,Highly recommend!,Chhattisgarh,India
ORD100501,10-02-2025,CUST7243,Home & Kitchen,,Water Purifier,4,38782.27,155129.08,Debit Card,Pending,4,Satisfied with the product,Rajasthan,India
ORD100502,27-07-2025,CUST2168,Clothing,,Sneakers,4,31637.42,126549.68,UPI,Delivered,5,Highly recommend!,Himachal Pradesh,India
ORD100503,06-11-2025,CUST7479,Clothing,,Sneakers,3,32720.05,98160.15,Debit Card,Pending,3,Could be better,Goa,India
ORD100504,12-01-2025,CUST3048,Books,,Comics,4,20816.66,83266.64,Credit Card,Returned,2,Disappointed,Telangana,India
ORD100505,02-02-2025,CUST8752,Electronics,,Laptop,2,19972.87,39945.74,UPI,Delivered,1,Terrible experience,Manipur,India
ORD100506,13-02-2025,CUST7387,Books,,Fiction Novel,1,13270.12,13270.12,Debit Card,Delivered,2,Quality could improve,Nagaland,India
ORD100507,15-01-2025,CUST1575,Home & Kitchen,,Air Fryer,2,6737.6,13475.2,Debit Card,Pending,2,Product not as expected,Tamil Nadu,India
ORD100508,24-12-2025,CUST9835,Beauty,,Hair Dryer,3,27517.55,82552.65,Credit Card,Returned,2,Poor packaging,Maharashtra,India
ORD100509,08-06-2025,CUST6688,Beauty,,Hair Dryer,4,26268.3,105073.2,Cash on Delivery,Returned,5,Loved it!,Nagaland,India
ORD100510,21-03-2025,CUST5973,Electronics,,Smartwatch,3,18416.01,55248.03,UPI,Delivered,3,Not bad,Andhra Pradesh,India
ORD100511,19-12-2025,CUST9059,Clothing,,Sneakers,3,23566.06,70698.18,Cash on Delivery,Pending,1,Very bad product,Bihar,India
ORD100512,08-10-2025,CUST7121,Beauty,,Lipstick,5,11714.53,58572.65,Credit Card,Pending,1,Never buying again,Assam,India
ORD100513,13-07-2025,CUST4614,Beauty,,Shampoo,2,8330.82,16661.64,Debit Card,Delivered,4,Pretty decent,Tamil Nadu,India
ORD100514,26-05-2025,CUST9715,Clothing,,Saree,5,40417.23,202086.15,Debit Card,Pending,3,Okay product,Chhattisgarh,India
ORD100515,13-11-2025,CUST8418,Electronics,,Laptop,2,14621.85,29243.7,Debit Card,Returned,4,Would buy again,Nagaland,India
ORD100516,01-10-2025,CUST1362,Beauty,,Perfume,3,1165.89,3497.67,Credit Card,Delivered,1,Defective item,Arunachal Pradesh,India
ORD100517,16-02-2025,CUST3468,Home & Kitchen,,Cookware Set,4,36409.93,145639.72,UPI,Pending,2,Quality could improve,Uttarakhand,India
ORD100518,10-07-2025,CUST8597,Home & Kitchen,,Air Fryer,3,39329.12,117987.36,UPI,Pending,4,Good quality,Kerala,India
ORD100519,06-10-2025,CUST8702,Clothing,,T-Shirt,3,38827.51,116482.53,Credit Card,Delivered,1,Defective item,Odisha,India
ORD100520,17-07-2025,CUST8257,Beauty,,Face Cream,1,48735.01,48735.01,Credit Card,Returned,2,Not satisfied,Nagaland,India
ORD100521,31-08-2025,CUST7375,Clothing,,Jacket,1,26152.73,26152.73,Debit Card,Pending,2,Quality could improve,Chhattisgarh,India
ORD100522,23-11-2025,CUST5895,Electronics,,Tablet,5,6282.65,31413.25,Credit Card,Pending,4,Good quality,Maharashtra,India
ORD100523,08-01-2025,CUST3742,Clothing,,T-Shirt,2,31718.87,63437.74,Debit Card,Returned,3,Average,Chhattisgarh,India
ORD100524,20-12-2025,CUST8786,Beauty,,Perfume,1,48447.98,48447.98,Credit Card,Pending,5,Excellent product!,Arunachal Pradesh,India
ORD100525,23-06-2025,CUST1983,Clothing,,Jeans,4,4751.8,19007.2,UPI,Pending,5,Loved it!,Jharkhand,India
ORD100526,13-10-2025,CUST6690,Books,,Fiction Novel,2,24494.58,48989.16,Cash on Delivery,Returned,3,Okay product,Kerala,India
ORD100527,21-01-2025,CUST8951,Electronics,,Smartwatch,3,36275.08,108825.24,Cash on Delivery,Returned,3,Could be better,Uttar Pradesh,India
ORD100528,28-06-2025,CUST6303,Books,,Children's Book,2,28421.75,56843.5,Cash on Delivery,Pending,5,Fantastic quality!,West Bengal,India
ORD100529,01-06-2025,CUST5314,Books,,Science Textbook,1,26650.64,26650.64,Debit Card,Pending,4,Good quality,Arunachal Pradesh,India
ORD100530,06-07-2025,CUST4912,Books,,Children's Book,2,44170.03,88340.06,Debit Card,Returned,5,Excellent product!,Kerala,India
ORD100531,10-10-2025,CUST3525,Books,,Children's Book,2,26298.67,52597.34,Debit Card,Pending,4,Pretty decent,Gujarat,India
ORD100532,23-01-2025,CUST3126,Home & Kitchen,,Mixer Grinder,1,26255.39,26255.39,Credit Card,Delivered,1,Waste of money,Sikkim,India
ORD100533,25-11-2025,CUST7366,Electronics,,Smartwatch,2,5117.93,10235.86,Cash on Delivery,Returned,5,Fantastic quality!,Haryana,India
ORD100534,06-02-2025,CUST1214,Books,,Biography,1,18444.43,18444.43,Credit Card,Returned,5,Worth every rupee!,Sikkim,India
ORD100535,08-07-2025,CUST1955,Electronics,,Smartwatch,1,18174.12,18174.12,Debit Card,Returned,4,Good quality,Bihar,India
ORD100536,19-02-2025,CUST2658,Electronics,,Headphones,1,47241.25,47241.25,Credit Card,Returned,5,Worth every rupee!,Kerala,India
ORD100537,17-11-2025,CUST3931,Clothing,,Jeans,5,32912.45,164562.25,Cash on Delivery,Returned,5,Excellent product!,Tripura,India
ORD100538,23-02-2025,CUST3733,Books,,Biography,4,35187.01,140748.04,Credit Card,Returned,4,Pretty decent,Nagaland,India
ORD100539,15-08-2025,CUST6772,Books,,Biography,2,26788.24,53576.48,Debit Card,Returned,5,Highly recommend!,West Bengal,India
ORD100540,08-11-2025,CUST4943,Home & Kitchen,,Air Fryer,4,41342.52,165370.08,Credit Card,Pending,3,Not bad,Maharashtra,India
ORD100541,01-01-2025,CUST1567,Home & Kitchen,,Vacuum Cleaner,4,22485.49,89941.96,Debit Card,Returned,4,Good quality,Punjab,India
ORD100542,20-04-2025,CUST6159,Books,,Science Textbook,3,527.13,1581.39,UPI,Returned,2,Disappointed,Telangana,India
ORD100543,21-03-2025,CUST2544,Books,,Comics,5,28619.28,143096.4,UPI,Pending,5,Highly recommend!,Chhattisgarh,India
ORD100544,08-05-2025,CUST4817,Clothing,,Jeans,3,18480.73,55442.19,Debit Card,Pending,5,Excellent product!,Haryana,India
ORD100545,16-06-2025,CUST8905,Books,,Children's Book,5,45910.51,229552.55,Credit Card,Pending,1,Never buying again,West Bengal,India
ORD100546,15-07-2025,CUST2285,Electronics,,Tablet,3,2061.11,6183.33,UPI,Pending,5,Highly recommend!,Goa,India
ORD100547,01-12-2025,CUST1187,Beauty,,Shampoo,1,43515.37,43515.37,Cash on Delivery,Delivered,2,Disappointed,Uttar Pradesh,India
ORD100548,17-06-2025,CUST9231,Books,,Fiction Novel,3,27088.5,81265.5,Credit Card,Delivered,2,Not satisfied,Uttar Pradesh,India
ORD100549,24-04-2025,CUST8076,Beauty,,Shampoo,5,28847.69,144238.45,Debit Card,Pending,1,Waste of money,Goa,India
ORD100550,08-10-2025,CUST7540,Clothing,,Sneakers,1,23897.56,23897.56,Debit Card,Delivered,1,Terrible experience,Maharashtra,India
ORD100551,14-10-2025,CUST4245,Books,,Children's Book,2,38149.24,76298.48,Cash on Delivery,Pending,4,Would buy again,Andhra Pradesh,India
ORD100552,07-05-2025,CUST4970,Clothing,,Saree,5,49854.52,249272.6,UPI,Pending,5,Worth every rupee!,Goa,India
ORD100553,05-08-2025,CUST6984,Home & Kitchen,,Water Purifier,1,5803.99,5803.99,Debit Card,Delivered,4,Value for money,Telangana,India
ORD100554,29-06-2025,CUST8245,Home & Kitchen,,Water Purifier,1,38530.13,38530.13,Credit Card,Pending,2,Not satisfied,Karnataka,India
ORD100555,27-02-2025,CUST1893,Clothing,,Jeans,3,7968.36,23905.08,Credit Card,Returned,1,Waste of money,Uttar Pradesh,India
ORD100556,06-06-2025,CUST8373,Home & Kitchen,,Mixer Grinder,3,34751.0,104253.0,Cash on Delivery,Delivered,1,Defective item,Maharashtra,India
ORD100557,13-05-2025,CUST9991,Clothing,,Saree,2,10349.31,20698.62,Cash on Delivery,Returned,5,Loved it!,Uttar Pradesh,India
ORD100558,23-01-2025,CUST5185,Electronics,,Smartwatch,5,45320.81,226604.05,Credit Card,Delivered,5,Highly recommend!,Sikkim,India
ORD100559,04-02-2025,CUST7367,Clothing,,Saree,3,2843.65,8530.95,Debit Card,Returned,1,Defective item,West Bengal,India
ORD100560,29-04-2025,CUST7237,Electronics,,Smartphone,3,43397.04,130191.12,UPI,Pending,4,Pretty decent,Telangana,India
ORD100561,23-08-2025,CUST1352,Books,,Comics,1,9483.59,9483.59,UPI,Delivered,5,Fantastic quality!,Uttar Pradesh,India
ORD100562,10-01-2025,CUST6681,Home & Kitchen,,Vacuum Cleaner,4,19791.31,79165.24,Debit Card,Pending,2,Disappointed,Haryana,India
ORD100563,18-07-2025,CUST1482,Clothing,,Saree,3,40632.26,121896.78,Debit Card,Delivered,3,Okay product,Himachal Pradesh,India
ORD100564,24-09-2025,CUST4726,Home & Kitchen,,Air Fryer,2,4572.19,9144.38,Cash on Delivery,Delivered,4,Would buy again,Goa,India
ORD100565,18-08-2025,CUST9883,Clothing,,Jacket,3,45504.82,136514.46,Credit Card,Delivered,3,Okay product,Uttar Pradesh,India
ORD100566,19-12-2025,CUST9582,Books,,Comics,2,43156.87,86313.74,Credit Card,Pending,3,Okay product,Tamil Nadu,India
ORD100567,02-03-2025,CUST4016,Books,,Science Textbook,3,3577.14,10731.42,Debit Card,Delivered,5,Excellent product!,Bihar,India
ORD100568,19-03-2025,CUST4079,Home & Kitchen,,Air Fryer,4,15306.74,61226.96,UPI,Delivered,3,Okay product,Madhya Pradesh,India
ORD100569,10-11-2025,CUST4783,Electronics,,Tablet,5,13489.76,67448.8,Credit Card,Delivered,5,Excellent product!,West Bengal,India
ORD100570,29-08-2025,CUST7126,Home & Kitchen,,Mixer Grinder,4,6877.51,27510.04,Credit Card,Pending,5,Worth every rupee!,Arunachal Pradesh,India
ORD100571,29-07-2025,CUST1245,Beauty,,Perfume,2,9824.34,19648.68,Debit Card,Pending,1,Waste of money,West Bengal,India
ORD100572,12-11-2025,CUST9027,Clothing,,Jeans,1,9018.49,9018.49,Debit Card,Pending,4,Satisfied with the product,Meghalaya,India
ORD100573,10-06-2025,CUST7457,Beauty,,Shampoo,1,30474.91,30474.91,UPI,Returned,4,Good quality,Haryana,India
ORD100574,23-09-2025,CUST9812,Beauty,,Shampoo,1,43913.44,43913.44,Cash on Delivery,Returned,2,Not satisfied,Gujarat,India
ORD100575,08-04-2025,CUST5770,Books,,Children's Book,5,38304.96,191524.8,Cash on Delivery,Pending,1,Defective item,Uttarakhand,India
ORD100576,28-01-2025,CUST9470,Home & Kitchen,,Air Fryer,2,21238.62,42477.24,Credit Card,Pending,5,Worth every rupee!,Manipur,India
ORD100577,23-12-2025,CUST9952,Electronics,,Tablet,1,9152.62,9152.62,Credit Card,Pending,5,Worth every rupee!,Kerala,India
ORD100578,31-12-2025,CUST4308,Home & Kitchen,,Air Fryer,1,9108.15,9108.15,Cash on Delivery,Delivered,5,Highly recommend!,Jharkhand,India
ORD100579,21-11-2025,CUST6946,Home & Kitchen,,Cookware Set,1,4741.32,4741.32,UPI,Returned,4,Pretty decent,Uttarakhand,India
ORD100580,23-01-2025,CUST3799,Books,,Comics,2,19058.2,38116.4,Debit Card,Returned,4,Satisfied with the product,Uttar Pradesh,India
ORD100581,03-08-2025,CUST6047,Clothing,,Jeans,2,38504.01,77008.02,Debit Card,Returned,1,Terrible experience,West Bengal,India
ORD100582,02-01-2025,CUST5146,Home & Kitchen,,Cookware Set,1,44947.39,44947.39,UPI,Pending,2,Product not as expected,Haryana,India
